ID Compra,ID Item,Modalidade,Descrição do Item,Cód. Catálogo,Unidade Medida,Sigla Unidade Medida,Unidade Fornecimento,Sigla Unid. Fornecimento,Quantidade,Preço Unitário (R$),Fornecedor,Cód. UASG,UASG,Município,UF,Órgão,Data da Compra,Objeto da Compra,Descrição Detalhada
98040305900642025,11668564,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"4.450,00","9,44",ECONOMICO COMERCIO E SERVICO LTDA,980403,PREFEITURA MUNICIPAL DE ACARÁ - PA,ACARÁ,PA,PREFEITURA MUNICIPAL DE ACARÁ - PA,2026-05-20,"Objeto: Pregão Eletrônico -  Registro de Preços para AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS, OBJETIVANDO ATENDER AS NECESSIDADES DAS SECRETARIAS E FUNDOS MUNICIPAIS DO MUNICÍPIO DE ACARÁ/PA.","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
92895605900042025,10755005,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"52,00","6,39",VAMIX DISTRIBUIDORA LTDA,928956,ASSOCIAÇÃO A.E.P.SÃO MIGUEL DE XAMBIOÁ/TO,XAMBIOÁ,TO,ASSOCIAÇÃO A.E.P.SÃO MIGUEL DE XAMBIOÁ/TO,2026-05-20,Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios destinados aos alunos matriculados na Escola Estadual Paroquial São Miguel localizada no município de Xambioá-TO.,"LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
92990605902352026,11657609,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"300.000,00","10,10",BIORGANICA PRODUTOS ORGANICOS LTDA - EM RECUPERACAO JUDICIAL,929906,INSTITUTO PARAN.DESENVOLVIMENTO EDUCACIONAL,CURITIBA,PR,INSTITUTO PARAN.DESENVOLVIMENTO EDUCACIONAL,2026-05-19,"Objeto: Pregão Eletrônico -  Registro de Preços, pelo período de um ano, podendo ser prorrogado por igual período, para futura e eventual aquisição do Grupo XIV  Orgânicos - açúcar demerara orgânico, arroz polido orgânico   até tipo 2, farinha de mandioca torrada orgânica, farinhade milho biju orgânica, farinha de trigo orgânica   tipo 1, feijão preto orgânico   até tipo 2 e fubá de milho orgânico, destinados ao PEAE/SEED/PR. A aquisição será dividida em 7 (sete) lotes","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
98748105900112026,11656281,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"17.705,00","3,52",S.O.S ALIMENTOS E TRANSPORTES LTDA,987481,PREFEITURA MUNICIPAL DE CAMPO LARGO - PR,CAMPO LARGO,PR,PREFEITURA MUNICIPAL DE CAMPO LARGO - PR,2026-05-19,Objeto: Pregão Eletrônico -  Registro de preços aquisição de produtos alimentícios não perecíveis .,"LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
98748105900112026,11656348,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"5.901,00","3,68",COMERCIAL MAB ALIMENTOS LTDA,987481,PREFEITURA MUNICIPAL DE CAMPO LARGO - PR,CAMPO LARGO,PR,PREFEITURA MUNICIPAL DE CAMPO LARGO - PR,2026-05-19,Objeto: Pregão Eletrônico -  Registro de preços aquisição de produtos alimentícios não perecíveis .,"LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
98233305900082026,11657890,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"1.200,00","4,90",BATISTA EMPREENDIMENTOS E CONSULTORIA LTDA,982333,PREFEITURA MUNICIPAL DE BELO JARDIM,BELO JARDIM,PE,PREFEITURA DE BELO JARDIM - PE,2026-05-19,"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para fornecimento de itens do tipo GÊNERO ALIMENTÍCIOS, visando  atender as demandas da Secretaria de Assistência Social.","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
98997905900132026,11661952,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"120,00","5,35",FERRARI COMERCIO DE GENEROS ALIMENTICIOS LTDA,989979,PREFEITURA MUNICIPAL DE BOM SUCESSO DO SUL-PR,BOM SUCESSO DO SUL,PR,PREFEITURA DE BOM SUCESSO DO SUL - PR,2026-05-19,"Objeto: Pregão Eletrônico -  Registro de preços para futura e eventual contratação de empresaespecializada no fornecimento de alimentos, coffee break, lanches e itens correlatos, incluindo preparo, montagem e entrega, destinados ao atendimento de eventos institucionais e atividades dos departamentos municipais, conforme condições, quantidades e exigências estabelecidas neste edital e seus anexos.","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
16039506002252026,11666365,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"20.000,00","6,70",COOPERATIVA DOS TRABALHADORES DA REFORMA AGRARIA TERRA LIVRE LTDA,160395,COMANDO DO COMANDO MILITAR DO SUL/RS,PORTO ALEGRE,RS,COMANDO DO EXERCITO,2026-05-18,Aquisição de Gêneros da Agricultura Familiar,"Leguminosa apresentação: orgânica, tipo: tipo 1, variedade: feijão preto"
98233307001972026,11692865,7,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"4.018,00","9,53",ASSOCIACAO DE DESENVOLVIMENTO MUNICIPAL URBANO E RURAL DE TACAIMBO,982333,PREFEITURA MUNICIPAL DE BELO JARDIM,BELO JARDIM,PE,PREFEITURA DE BELO JARDIM - PE,2026-05-20,"Chamada Pública para aquisição de gêneros alimentícios da Agricultura Familiar, organizados coletivamente ou individualmente, para fornecimento de alimentação escolar, com entrega parcelada em cronograma fornecido pela secretaria municipal de educação, esportes e tecnologia, a fim de atender aos estudantes da rede municipal de ensino.","Leguminosa apresentação: orgânica, tipo: tipo 1, variedade: feijão preto"
98233307001982026,11705525,7,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"1.087,00","9,53",ASSOCIACAO DOS AGRICULTORES E AGRICULTORAS FAMILIARES DE BELO JARDIM PE,982333,PREFEITURA MUNICIPAL DE BELO JARDIM,BELO JARDIM,PE,PREFEITURA DE BELO JARDIM - PE,2026-05-21,"Chamada Pública para aquisição de gêneros alimentícios da Agricultura Familiar, organizados coletivamente ou individualmente, para fornecimento de alimentação escolar, com entrega parcelada em cronograma fornecido pela secretaria municipal de educação, esportes e tecnologia, a fim de atender aos estudantes da rede municipal de ensino.","Leguminosa apresentação: orgânica, tipo: tipo 1, variedade: feijão preto"
12007305920422025,11495561,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"5.000,00","4,50",AGAPE DISTRIBUIDORA LTDA,120073,MAER - BASE AEREA DE FLORIANOPOLIS - SC,FLORIANÓPOLIS,SC,COMANDO DA AERONÁUTICA,2026-05-18,"Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios, tipo industrializados, para aplicação nas atividades de subsistência da BaseAérea de Florianópolis.","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
93164606000032026,11649354,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"97,00","7,90",RISONEIDE CASADO DE OLIVEIRA,931646,EPB-CONSELHO E E E E F M J V DE MEDEIROS,SOSSÊGO,PB,EPB-CONSELHO E E E E F M J V DE MEDEIROS,2026-05-19,"Aquisição de Gêneros Alimentícios para Alimentação Escolar para 159 alunos matriculados na Escola Cidadã Integral José Vitorino de Medeiros, com alimentação de qualidade e com as condições técnicas apontadas pela Resolução n.o 06/2020 – FNDE – considerando o ano letivo de 2026.","Leguminosa variedade: feijão preto, tipo: tipo 1, apresentação: orgânica"
92926705900032025,10722340,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"121,00","5,95",FRUTARIA TROPICAL LTDA,929267,ASSOCIAÇAO P.M.E.E.PORTO DO RIO MARANHAO/TO,SÃO SALVADOR DO TOCANTINS,TO,ASSOCIAÇAO P.M.E.E.PORTO DO RIO MARANHAO/TO,2026-05-15,"Objeto: Pregão Eletrônico -  Gêneros Alimentícios para demanda do ano letivo de 2026, destinados aos alunos matriculados no Colégio EstadualPorto do Rio Maranhão.","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
76240005900062026,11622652,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"500,00","5,51",COMAX COMERCIO DE ALIMENTOS LTDA,762400,ESCOLA NAVAL,RIO DE JANEIRO,RJ,COMANDO DA MARINHA,2026-05-14,"Objeto: Pregão Eletrônico -  Aquisição de cestas básicas, destinadas à distribuição assistencial no âmbito da Escola Naval","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
92877005900012026,10996796,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"43,00","6,25",DISTRIBUIDORA MATHEUS LTDA,928770,ETO-ASSOCIAÇÃO A.C.E.C.E.M.P.FREIRE ARAGUAÍNA,ARAGUAÍNA,TO,ETO-ASSOCIAÇÃO A.C.E.C.E.M.P.FREIRE ARAGUAÍNA,2026-05-13,Objeto: Pregão Eletrônico -  Aquisição de genero alimenticio do ano de 2026.,"LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
16002205900192025,11546316,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"2.200,00","6,00",CONFIANCA DISTRIBUIDORA LTDA,160022,21ª COMPANHIA DE ENGENHARIA DE CONSTRUCAO,SÃO GABRIEL DA CACHOEIRA,AM,COMANDO DO EXERCITO,2026-05-13,Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios,"LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
15404305900072026,11591962,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"150,00","5,49",MARTINS DISTRIBUIDOR LTDA,154043,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,UBERLÂNDIA,MG,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,2026-05-12,Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios para preparo de merenda escolar destinada a estudantes da Escola de Educação Básica (ESEBA/UFU),"LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
93164606000022026,11611655,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"25,00","7,90",RISONEIDE CASADO DE OLIVEIRA,931646,EPB-CONSELHO E E E E F M J V DE MEDEIROS,SOSSÊGO,PB,EPB-CONSELHO E E E E F M J V DE MEDEIROS,2026-05-12,"Aquisição de Gêneros Alimentícios para Alimentação Escolar para 159 alunos matriculados na Escola Cidadã Integral José Vitorino de Medeiros, com alimentação de qualidade e com as condições técnicas apontadas pela Resolução n.o 06/2020 – FNDE – considerando o ano letivo de 2026.","Leguminosa variedade: feijão preto, tipo: tipo 1, apresentação: orgânica"
38026705900032026,11580147,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"1.100,00","5,85",NUTRICIONALE COMERCIO DE ALIMENTOS LTDA,380267,ESP-PENITENCIARIA FEMININA DE MOGI GUACU,,SP,ESP-SECRETARIA ADMINISTRACAO PENITENCIARIA,2026-05-11,"Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios estocáveis para atender as necessidades da Penitenciária Feminina de Mogi Guaçu e Centro de Ressocialização "" Prefeito João Misságlia"" de Mogi Mirim durante o período de maio a agosto de 2026.","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
98255505920052026,11566000,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"120,00","8,85",29.774.900 LTDA,982555,PREFEITURA MUNICIPAL DE SANTA TEREZINHA - PE,SANTA TEREZINHA,PE,PREFEITURA MUNICIPAL DE SANTA TEREZINHA - PE,2026-05-08,"Objeto: Pregão Eletrônico -  Contratação de empresa para aquisição parcelada de Gêneros Alimentícios destinados à Unidade Mista Santa Terezinha, gerido pelo Fundo Municipal de Saúde de Santa Terezinha PE.","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
98798505900122026,11506777,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"6.900,00","3,74",CARLA TREVISOL - RESTAURANTE,987985,PREFEITURA MUNICIPAL DE CAFELANDIA - PR,CAFELÂNDIA,PR,PREFEITURA DE CAFELANDIA - PR,2026-05-04,"Objeto: Pregão Eletrônico -  Registro de Preços para futuras e eventuais aquisições de gêneros alimentícios destinados ao atendimento das demandas das diversas Secretarias Municipais de Cafelândia-PR, com destaque para a Secretaria Municipal de Assistência Social e o Hospital Municipal.","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
16420405900022026,11509003,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"500,00","2,90",LENISA DISTRIBUIDORA LTDA,164204,FUNDACAO OSORIO,RIO DE JANEIRO,RJ,FUNDACAO OSORIO,2026-05-04,"Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios, para atender a demanda da fundação Osorio/RJ, com fornecimento de alimentos para os alunos, professores e outros membros, conforme Termo de Referência.","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
92990605900802026,11492318,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"1.000.000,00","3,50",ALIMENTOS DE OURO LTDA,929906,INSTITUTO PARAN.DESENVOLVIMENTO EDUCACIONAL,CURITIBA,PR,INSTITUTO PARAN.DESENVOLVIMENTO EDUCACIONAL,2026-04-30,"Objeto: Pregão Eletrônico -  Registro de Preços, pelo período de 1 (um) ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual aquisição do Grupo III   Grãos: Arroz parboilizado convencional, arroz parboilizado ATM ou vácuo, arroz polido convencional, arroz polido ATM ou vácuo, feijão preto convencional, feijão preto ATM ou vácuo, canjica, milho para pipoca e amendoim in natura, destinados ao Programa de Alimentação Escolar, SEED/PR","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
16036806000572026,11498261,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"20.000,00","6,70",COOPERATIVA DOS TRABALHADORES DA REFORMA AGRARIA TERRA LIVRE LTDA,160368,3 BATALHAO DE SUPRIMENTO/RS,NOVA SANTA RITA,RS,COMANDO DO EXERCITO,2026-04-29,"Aquisição de gêneros alimentícios da AGRICULTURA FAMILIAR, com fulcro no art. 8º da Lei nº 14.628, de 20 de julho de 2023, no inciso V do art. 3º do Decreto nº 11.802, de
28 de novembro de 2023, e na Resolução GGPAA nº 21, de 29 de julho de 2025, destinado a atender as necessidades básicas do GCALC","Leguminosa variedade: feijão preto, tipo: tipo 1, apresentação: orgânica"
92990605900802026,11492319,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"1.000.000,00","4,00",REDE COMPRE BEM LTDA,929906,INSTITUTO PARAN.DESENVOLVIMENTO EDUCACIONAL,CURITIBA,PR,INSTITUTO PARAN.DESENVOLVIMENTO EDUCACIONAL,2026-04-30,"Objeto: Pregão Eletrônico -  Registro de Preços, pelo período de 1 (um) ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual aquisição do Grupo III   Grãos: Arroz parboilizado convencional, arroz parboilizado ATM ou vácuo, arroz polido convencional, arroz polido ATM ou vácuo, feijão preto convencional, feijão preto ATM ou vácuo, canjica, milho para pipoca e amendoim in natura, destinados ao Programa de Alimentação Escolar, SEED/PR","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
98997905900122026,11467790,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"250,00","4,46",IDEAL COMERCIO DE PRODUTOS LTDA,989979,PREFEITURA MUNICIPAL DE BOM SUCESSO DO SUL-PR,BOM SUCESSO DO SUL,PR,PREFEITURA DE BOM SUCESSO DO SUL - PR,2026-04-28,Objeto: Pregão Eletrônico -  Constitui objeto deste Pregão o Registro de preços para eventuais aquisições merenda escolar para as escolas municipais a serem utilizados pelo departamento do município conforme necessitar de acordo com os termos e especificações deste edital e seus anexos.,"LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
