ID Compra,ID Item,Modalidade,Descrição do Item,Cód. Catálogo,Unidade Medida,Sigla Unidade Medida,Unidade Fornecimento,Sigla Unid. Fornecimento,Quantidade,Preço Unitário (R$),Fornecedor,Cód. UASG,UASG,Município,UF,Órgão,Data da Compra,Objeto da Compra,Descrição Detalhada
93191506000012024,6364566,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"380,00","9,99",DIRCIO SILVA,931915,EPB-ESCOLA E.E.F.M. FRANCISCO DE A. GONZAGA,PRATA,PB,EPB-ESCOLA E.E.F.M. FRANCISCO DE A. GONZAGA,2024-10-15,"Aquisição de Gêneros Alimentícios para Alimentação Escolar para 268 alunos matriculados
na Escola ECIT Francisco de Assis Gonzaga, com alimentação de qualidade e com as condições técnicas apontadas pela
Resolução n.º 06/2020 – FNDE – considerando o ano letivo de 2024.","Leguminosa apresentação: orgânica, tipo: tipo 1, variedade: feijão preto"
98884106900042024,6097392,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"2.500,00","9,90",COOPERATIVA DE PRODUCAO E DESENVOLVIMENTO RURAL DOS AGRICULTORES FAMILIARES SANT,988841,PREFEITURA MUNICIPAL DE SANTA MARIA/RS,SANTA MARIA,RS,PREFEITURA DE SANTA MARIA/RS,2024-10-15,"Objeto: Aquisição de gêneros alimentícios de agricultores familiares, por meio da modalidade de Compra Institucional do Programa de Aquisição de Alimentos, para suprir as cozinhas comunitárias com permissão de uso pelo Município de Santa Maria.","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
15812506906032024,6097580,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"1.200,00","11,00",COOPERACAO COOPERATIVA AGRICOLA FAMILIAR SERRA TABOAO,158125,"INST.FED.DE EDUC., CIENC. E TEC. CATARINENSE",BLUMENAU,SC,"INST.FED. DE EDUC., CIENC. E TEC. CATARINENSE",2024-10-15,Objeto: DL - 91/2024: (Complementar) Aquisiçãode gêneros alimentícios da agricultura familiar para o atendimento do programa nacional de alimentação escolar (PNAE) - Para o IFC campus Rio do Sul,"LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
98515505900052024,4762444,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"6.000,00","8,98",FORTE COMERCIO DE ALIMENTOS LTDA,985155,PREFEITURA MUNICIPAL DE SANTA LUZIA - MG,SANTA LUZIA,MG,PREFEITURA MUNICIPAL DE SANTA LUZIA - MG,2024-10-11,"Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios perecíveis (hortifrutigranjeiros), não perecíveis e carnes para produção da merenda escolar","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
93186006000012024,6472364,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"100,00","11,39",FABIO DE FARIAS LIMA,931860,EPB-CONSELHO E.E.C. INTEGRAL JUAREZ MARACAJÁ,GURJÃO,PB,EPB-CONSELHO E.E.C. INTEGRAL JUAREZ MARACAJÁ,2024-10-29,"Aquisição de Gêneros Alimentícios para Alimentação Escolar para 275 alunos matriculados na Escola ECIT JUAREZ MARACAJÁ, com alimentação de qualidade e com as condições técnicas apontadas pela Resolução n.º 06/2020 – FNDE – considerando o ano letivo de 2024.","Leguminosa apresentação: orgânica, tipo: tipo 1, variedade: feijão preto"
98589305900192024,6069784,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"12.345,00","6,27",SUPER MERCADO CENTRO DE PADUA LTDA,985893,PREFEITURA MUNICIPAL DE STO.ANT. DE PADUA-RJ,SANTO ANTÔNIO DE PÁDUA,RJ,PREFEITURA MUNICIPAL DE STO.ANT. DE PADUA-RJ,2024-10-10,Objeto: Pregão Eletrônico -  Eventual fornecimento de merenda escolar.,"LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
93169006000012024,6361678,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"120,00","11,50",MBA COMERCIO DE ALIMENTOS LTDA,931690,EPB-CONSELHO E.E.E.F.M.PROF. JOSEFA J. GOMES,SERRA GRANDE,PB,EPB-CONSELHO E.E.E.F.M.PROF. JOSEFA J. GOMES,2024-10-17,"Aquisição de Gêneros Alimentícios para Alimentação Escolar para 142 alunos matriculados
na Escola ECIEEM Prof Josefa J Gomes, com alimentação de qualidade e com as condições técnicas apontadas pela
Resolução n.º 06/2020 – FNDE – considerando o ano letivo de 2024.","Leguminosa apresentação: orgânica, tipo: tipo 1, variedade: feijão preto"
93179706000012024,6355939,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"225,00","12,50",FERNANDA DE OLIVEIRA MONTEIRO,931797,EPB-CONSELHO E.E.C.I.T.E.INACIO CATINGUEIRA,CATINGUEIRA,PB,EPB-CONSELHO E.E.C.I.T.E.INACIO CATINGUEIRA,2024-10-08,"Aquisição de Gêneros Alimentícios para Alimentação Escolar para 192 alunos matriculados na Escola Cidadã Integral Técnica Estadual Inácio da Catingueira, com alimentação de qualidade e com as condições técnicas apontadas pela Resolução n.º 06/2020 – FNDE – considerando o ano letivo de 2024.","Leguminosa apresentação: orgânica, tipo: tipo 1, variedade: feijão preto"
93194706000032024,6353230,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"640,00","12,00",JANAISA FERREIRA DE ARAUJO,931947,EPB-CONSELHO E.E.DE 1° E 2° G. B.MARACAJA,SÃO JOSÉ DOS CORDEIROS,PB,EPB-CONSELHO E.E.DE 1° E 2° G. B.MARACAJA,2024-10-08,"Aquisição de Gêneros Alimentícios para Alimentação Escolar para 164 alunos matriculados
na Escola Estadual Cidadã Integral Bartolomeu Maracajá, com alimentação de qualidade e com as condições técnicas apontadas pela
Resolução n.º 06/2020 – FNDE – considerando o ano letivo de 2024.","Leguminosa apresentação: orgânica, tipo: tipo 1, variedade: feijão preto"
93168206000012024,6367320,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"200,00","12,50",ACC COMERCIAL E SOLUCOES LTDA,931682,EPB-CONSELHO E E 1 E 2 G GRACILIANO F. LORDAO,PEDRA LAVRADA,PB,EPB-CONSELHO E E 1 E 2 G GRACILIANO F. LORDAO,2024-10-10,"Aquisição de Gêneros alimentícios Escolar para 172 alunos matriculados na Escola ECI Graciliano Fontini Lordão, com alimentação de qualidade e com as condições técnicas apontadas pela Resolução n.º 06/2020-FNDE- considerando o ano letivo 2024.","Leguminosa variedade: feijão preto, tipo: tipo 1, apresentação: orgânica"
72100005900092024,6044021,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"300,00","7,00",NUTRICIONAL DISTRIBUIDORA DE ALIMENTOS LTDA,721000,ESCOLA DE GUERRA NAVAL,RIO DE JANEIRO,RJ,COMANDO DA MARINHA,2024-10-08,Objeto: Pregão Eletrônico -  Aquisição de produtos alimentícios.,"LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
93191906000012024,6349423,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"420,00","10,99",JOSE ALDENOR BRITO DA SILVA LTDA,931919,EPB-CONSELHO E.C.I.T.E.S.B.INACIO ANTONINO,SERRA BRANCA,PB,EPB-CONSELHO E.C.I.T.E.S.B.INACIO ANTONINO,2024-10-07,"Aquisição de Gêneros Alimentícios para Alimentação Escolar para 265 alunos matriculados
na Escola Cidadã Integral Tecnica Serra Branca Inacio Antonino, com alimentação de qualidade e com as condições técnicas apontadas pela
Resolução n.º 06/2020 – FNDE – considerando o ano letivo de 2024.","Leguminosa apresentação: orgânica, tipo: tipo 1, variedade: feijão preto"
45307905905052024,6034575,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"1.215,00","7,69",LBSX COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,453079,SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA-PR,CURITIBA,PR,SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA-PR,2024-10-07,Objeto: Pregão Eletrônico -  Aquisição de Gêneros alimentícios com entrega parcelada para o Corpo de Bombeiros do Município de Colombo e Campina Grande do Sul.,"LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
92648605900742024,6016975,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"3.500,00","6,85",MARIA INES CIMO FORTUNA,926486,PREFEITURA MUNICIPAL DE ASSIS - SP,ASSIS,SP,PREFEITURA MUNICIPAL DE ASSIS - SP,2024-10-03,Objeto: Pregão Eletrônico -  Registro de preços para aquisição de gêneros alimenticios,"LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
92841706900172024,6009429,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"1.000,00","7,83",47.564.492 NATALIA DE ALMEIDA LOROZA SOARES,928417,FUNDO MUNICIPAL DE SAUDE DE JAPERI - RJ,JAPERI,RJ,FUNDO MUNICIPAL DE SAUDE DE JAPERI - RJ,2024-10-03,"Objeto: Contratação De Empresa Especializada para: Fornecimento de Gêneros Alimentícios conforme quantidades e especificações técnicas constantes neste termo para atender as demandas deste Secretaria Municipal de Saúde, conforme condições, quantidades e exigências estabelecidas neste instrumento.","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
93180806000012024,6349902,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"138,00","12,00",JF CARNES E FRIOS COMERCIO LTDA,931808,EPB-CONSELHO E.E.E.E.F.M. S. D. DE OLIVEIRA,JOÃO PESSOA,PB,EPB-CONSELHO E.E.E.E.F.M. S. D. DE OLIVEIRA,2024-10-08,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA ALIMENTAÇÃO ESCOLAR DA ECIT MESTRE SIVUCA,"Leguminosa apresentação: orgânica, tipo: tipo 1, variedade: feijão preto"
92740106002002024,6349500,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"60,00","13,00",DISTRIBUIDORA FF ALIMENTOS LTDA,927401,CASA CIVIL DO GOVERNO DO ESTADO DA PARAIBA,JOÃO PESSOA,PB,CASA CIVIL DO GOVERNO DO ESTADO DA PARAIBA,2024-09-30,Gêneros Alimentícios,"Leguminosa variedade: feijão preto, tipo: tipo 1, apresentação: orgânica"
12063005900262024,5981936,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"6.250,00","6,80",NS BARROS EMPREENDIMENTOS LTDA,120630,GRUPAMENTO DE APOIO DE MANAUS,MANAUS,AM,COMANDO DA AERONÁUTICA,2024-09-30,"Objeto: Pregão Eletrônico -  Aquisic a o de Generos Alimenti cios na o pereci veis, visando o fornecimento de alimentac a o ao efetivo do Grupamento de Apoio de Manaus e suas respectivasUnidades Apoiadas.","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
45307905906032024,5982482,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"162,00","6,93",LBSX COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,453079,SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA-PR,CURITIBA,PR,SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA-PR,2024-09-30,Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios com entrega parcelada para o Corpo de Bombeiros do Município de Guaratuba/PR e Pontal do Paraná/PR.,"LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
45307905906032024,5982458,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"488,00","6,93",LBSX COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,453079,SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA-PR,CURITIBA,PR,SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA-PR,2024-09-30,Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios com entrega parcelada para o Corpo de Bombeiros do Município de Guaratuba/PR e Pontal do Paraná/PR.,"LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
12063005900262024,5981935,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"18.750,00","6,80",NS BARROS EMPREENDIMENTOS LTDA,120630,GRUPAMENTO DE APOIO DE MANAUS,MANAUS,AM,COMANDO DA AERONÁUTICA,2024-09-30,"Objeto: Pregão Eletrônico -  Aquisic a o de Generos Alimenti cios na o pereci veis, visando o fornecimento de alimentac a o ao efetivo do Grupamento de Apoio de Manaus e suas respectivasUnidades Apoiadas.","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
98741705900522024,5971934,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"750,00","5,10",VANEI MARIA DA SILVA  LTDA,987417,PREFEITURA MUNICIPAL DE AMPERE - PR,AMPÉRE,PR,PREFEITURA DE AMPERE - PR,2024-09-27,Objeto: Pregão Eletrônico -  Contratação de empresa para o fornecimento de cestas básicas.,"LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
98741705900522024,5971920,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,,QUILOGRAMA,KG,"2.250,00","5,10",VANEI MARIA DA SILVA  LTDA,987417,PREFEITURA MUNICIPAL DE AMPERE - PR,AMPÉRE,PR,PREFEITURA DE AMPERE - PR,2024-09-27,Objeto: Pregão Eletrônico -  Contratação de empresa para o fornecimento de cestas básicas.,"LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
93168106000012024,6338315,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"220,00","11,33",CLAUDINO RODRIGUES DOS SANTOS,931681,EPB-CONSELHO E E 1 E 2 GRAUS JOAO URSULO,PEDRAS DE FOGO,PB,EPB-CONSELHO E E 1 E 2 GRAUS JOAO URSULO,2024-09-25,Aquisição de generos alimenticios para escola da rede Estadual da Paraíba.,"Leguminosa variedade: feijão preto, tipo: tipo 1, apresentação: orgânica"
93153506000012024,6344239,6,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"240,00","9,99",J I DE OLIVEIRA,931535,EPB-CONSELHO DA E.E.DE 1º GRAU IMAC.CONCEIÇAO,CABEDELO,PB,EPB-CONSELHO DA E.E.DE 1º GRAU IMAC.CONCEIÇAO,2024-10-09,"Aquisição de Gêneros Alimentícios não Perecíveis para atender a 387 alunos matriculados na Escola Estadual de 1º Grau Imaculada Conceição, com alimentação de qualidade e com as condições técnicas apontadas pela Resolução nº 06/2020 - FNDE - considerando 200 dias letivos no ano de 2024.","Leguminosa apresentação: orgânica, tipo: tipo 1, variedade: feijão preto"
45307905902502024,5944785,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"397,00","7,07",RPG - COMERCIO DE MERCADORIAS E SERVICOS LTDA,453079,SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA-PR,CURITIBA,PR,SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA-PR,2024-09-25,"Objeto: Pregão Eletrônico -  Aquisição de Gêneros alimentícios com entrega parcelada para o Corpo de Bombeiros do Município de Santo Antonioda Platina, Jacarezinho e Ibaiti.","LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
45307905904392024,5945556,5,"LEGUMINOSA, VARIEDADE: FEIJÃO PRETO , TIPO: TIPO 1 , APRESENTAÇÃO: ORGÂNICA ",472894,,KG,EMBALAGEM,EMB,"310,00","8,93",LBSX COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,453079,SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA-PR,CURITIBA,PR,SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA-PR,2024-09-25,Objeto: Pregão Eletrônico -  Aquisição de Gêneros Alimentícios para o Corpo de bombeiros Militar dos Municípios de Antonina e Morretes,"LEGUMINOSA, VARIEDADE FEIJÃO PRETO, TIPO TIPO 1, APRESENTAÇÃO ORGÂNICA"
